timestamp,sensor_id,latitude,longitude,location_type,area_name,aqi,pm25,temperature,humidity,wind_speed
2026-01-02 08:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,79.7,55.6,31.6,64.3,9.6
2026-01-02 08:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,87.1,66.1,33.6,66.1,8.7
2026-01-02 09:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,138.4,94.4,33.2,63.9,8.4
2026-01-02 09:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,153.1,108.2,28.6,67.9,11.3
2026-01-02 09:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,116.9,82.5,29.7,77.6,9.4
2026-01-02 09:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,88.1,63.2,33.8,70.0,7.5
2026-01-02 09:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,83.6,62.0,30.7,63.8,7.2
2026-01-02 09:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,110.5,79.3,30.5,66.9,13.5
2026-01-02 09:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,116.8,86.6,32.7,70.6,9.3
2026-01-02 09:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,127.3,87.8,29.5,71.1,9.7
2026-01-02 09:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,77.9,57.5,28.4,62.8,8.0
2026-01-02 09:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,91.0,64.1,30.5,68.1,12.1
2026-01-02 10:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,135.5,101.5,28.1,82.5,10.0
2026-01-02 10:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,155.2,110.7,33.1,66.9,9.0
2026-01-02 10:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,121.5,90.3,32.9,70.9,7.2
2026-01-02 10:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,81.4,58.9,31.1,69.1,10.2
2026-01-02 10:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,85.7,56.7,28.7,60.3,9.5
2026-01-02 10:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,114.5,81.7,32.1,81.2,8.2
2026-01-02 10:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,131.4,91.3,30.2,69.6,5.7
2026-01-02 10:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,128.9,95.8,30.2,76.9,8.5
2026-01-02 10:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,78.1,53.4,31.9,71.8,12.0
2026-01-02 10:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,86.7,62.4,26.4,65.6,7.4
2026-01-02 11:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,141.1,95.9,29.7,72.5,7.3
2026-01-02 11:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,161.0,116.0,29.3,73.1,5.8
2026-01-02 11:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,112.5,76.9,26.7,73.5,10.2
2026-01-02 11:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,94.1,69.4,29.1,72.3,4.5
2026-01-02 11:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,96.2,69.0,32.7,67.6,6.9
2026-01-02 11:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,164.7,115.6,27.5,78.3,5.4
2026-01-02 11:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,112.8,78.6,29.1,64.2,9.1
2026-01-02 11:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,130.8,91.8,31.0,75.3,13.9
2026-01-02 11:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,72.0,51.3,30.4,71.9,7.9
2026-01-02 11:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,87.8,63.5,26.5,76.5,7.3
2026-01-02 12:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,136.1,88.5,24.1,71.6,7.3
2026-01-02 12:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,142.0,90.3,28.4,52.7,9.9
2026-01-02 12:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,108.7,74.3,29.8,66.1,6.8
2026-01-02 12:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,94.3,61.8,27.5,66.0,2.0
2026-01-02 12:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,91.2,66.1,29.3,72.8,6.5
2026-01-02 12:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,114.4,78.3,27.3,76.4,8.6
2026-01-02 12:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,115.0,85.0,29.8,78.1,6.7
2026-01-02 12:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,143.2,105.5,25.3,68.7,7.5
2026-01-02 12:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,83.2,64.3,28.6,74.2,9.1
2026-01-02 12:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,96.5,65.8,28.2,72.8,2.0
2026-01-02 13:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,132.7,97.6,24.0,67.0,3.9
2026-01-02 13:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,150.8,104.4,32.2,76.9,3.5
2026-01-02 13:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,112.3,81.2,29.6,69.5,6.9
2026-01-02 13:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,79.9,59.9,27.7,71.3,6.0
2026-01-02 13:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,97.1,70.9,32.4,71.8,2.0
2026-01-02 13:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,116.6,82.7,25.6,71.4,4.8
2026-01-02 13:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,,,26.2,70.6,6.2
2026-01-02 13:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,124.8,81.9,24.3,74.9,7.6
2026-01-02 13:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,69.9,49.4,25.2,66.0,5.8
2026-01-02 13:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,84.7,56.9,25.3,70.7,2.2
2026-01-02 14:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,135.1,92.8,25.9,75.4,4.3
2026-01-02 14:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,150.0,102.4,24.3,67.3,7.8
2026-01-02 14:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,107.2,73.8,26.3,78.2,4.0
2026-01-02 14:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,72.6,48.1,26.5,63.9,4.9
2026-01-02 14:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,81.2,52.6,24.6,83.8,4.6
2026-01-02 14:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,113.8,77.4,23.4,79.7,2.0
2026-01-02 14:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,106.4,70.2,24.9,71.2,6.8
2026-01-02 14:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,130.2,89.2,25.0,75.9,5.5
2026-01-02 14:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,75.7,55.1,27.4,67.7,5.2
2026-01-02 14:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,73.6,52.5,23.9,68.9,5.7
2026-01-02 15:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,132.9,92.2,25.9,69.6,6.4
2026-01-02 15:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,142.7,101.3,28.0,74.5,6.5
2026-01-02 15:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,112.1,83.3,24.2,69.6,2.5
2026-01-02 15:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,66.9,50.8,23.9,72.2,7.2
2026-01-02 15:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,73.8,52.4,23.0,77.9,7.2
2026-01-02 15:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,139.6,98.0,20.2,69.9,6.2
2026-01-02 15:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,,,22.0,79.4,6.6
2026-01-02 15:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,130.8,92.8,23.9,77.2,2.4
2026-01-02 15:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,62.6,38.6,26.8,76.6,7.7
2026-01-02 15:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,64.2,42.6,23.6,64.8,7.2
2026-01-02 16:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,121.7,84.1,24.0,73.7,4.4
2026-01-02 16:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,142.0,98.0,22.9,74.8,7.7
2026-01-02 16:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,103.9,75.7,24.2,80.5,4.4
2026-01-02 16:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,,,24.2,80.2,5.3
2026-01-02 16:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,61.6,48.3,23.4,68.4,8.0
2026-01-02 16:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,132.4,97.7,24.5,67.1,4.7
2026-01-02 16:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,95.5,62.0,22.6,68.6,3.8
2026-01-02 16:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,123.0,86.4,23.8,75.1,5.8
2026-01-02 16:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,70.7,49.9,24.2,77.5,5.9
2026-01-02 16:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,76.1,51.8,17.4,69.6,3.8
2026-01-02 17:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,118.1,81.0,22.9,86.4,9.1
2026-01-02 17:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,144.6,101.5,22.7,80.0,4.8
2026-01-02 17:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,153.2,106.1,22.3,79.2,5.1
2026-01-02 17:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,77.9,51.2,21.6,72.0,4.2
2026-01-02 17:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,60.0,41.7,25.9,67.6,7.1
2026-01-02 17:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,123.6,90.3,21.9,70.8,5.2
2026-01-02 17:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,104.5,74.5,23.7,73.4,5.7
2026-01-02 17:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,117.0,75.7,23.0,66.9,2.4
2026-01-02 17:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,56.7,40.3,22.4,71.6,6.4
2026-01-02 17:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,66.6,45.8,19.9,73.9,8.9
2026-01-02 18:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,106.4,72.2,22.4,73.7,5.7
2026-01-02 18:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,138.4,99.5,28.3,75.1,6.2
2026-01-02 18:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,90.5,57.9,18.9,77.9,6.8
2026-01-02 18:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,64.8,50.5,23.9,80.8,5.4
2026-01-02 18:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,63.5,45.9,22.3,87.7,3.8
2026-01-02 18:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,82.5,56.2,22.5,66.1,7.9
